GLOBAL_TRIAL_NUM,participant_id,trial_num,word,word_length,letters_typed,completed,accuracy,completion_rate,cycles_used,actual_duration_s,subjective_duration_s,so_ratio,time_per_letter,participant_cv
1,sim_2,1,FACTORY,7,7,True,1.0,1.0,205,10.25,9.024,88.0390243902439,1.4642857142857142,0.20645308178207109
2,sim_2,2,FOREVER,7,7,True,1.0,1.0,246,12.3,11.136000000000001,90.53658536585367,1.7571428571428573,0.20645308178207109
3,sim_2,3,ANOTHER,7,7,True,1.0,1.0,243,12.15,11.904,97.9753086419753,1.7357142857142858,0.20645308178207109
4,sim_2,4,FACTORY,7,7,True,1.0,1.0,221,11.05,9.984,90.35294117647058,1.5785714285714287,0.20645308178207109
5,sim_2,5,WITHOUT,7,7,True,1.0,1.0,247,12.35,12.096000000000002,97.9433198380567,1.7642857142857142,0.20645308178207109
6,sim_2,6,EXAMPLE,7,7,True,1.0,1.0,273,13.65,14.208,104.08791208791209,1.95,0.20645308178207109
7,sim_2,7,ANOTHER,7,7,True,1.0,1.0,237,11.85,11.52,97.21518987341771,1.6928571428571428,0.20645308178207109
8,sim_2,8,ANYTHING,8,8,True,1.0,1.0,270,13.5,12.288,91.02222222222223,1.6875,0.20645308178207109
9,sim_2,9,MIDDLE,6,6,True,1.0,1.0,221,11.05,10.56,95.5656108597285,1.8416666666666668,0.20645308178207109
10,sim_2,10,CANDLE,6,6,True,1.0,1.0,213,10.65,9.984,93.74647887323944,1.7750000000000001,0.20645308178207109
11,sim_2,11,CHARACTER,9,9,True,1.0,1.0,298,14.9,14.208,95.35570469798658,1.6555555555555557,0.20645308178207109
12,sim_2,12,FOREVER,7,7,True,1.0,1.0,233,11.65,10.56,90.64377682403433,1.6642857142857144,0.20645308178207109
13,sim_2,13,NOTEBOOK,8,8,True,1.0,1.0,263,13.15,12.48,94.90494296577947,1.64375,0.20645308178207109
14,sim_2,14,NOTEBOOK,8,8,True,1.0,1.0,269,13.45,13.44,99.92565055762081,1.68125,0.20645308178207109
15,sim_2,15,MIDDLE,6,6,True,1.0,1.0,211,10.55,10.56,100.09478672985782,1.7583333333333335,0.20645308178207109
16,sim_2,16,DIAMETERS,9,9,True,1.0,1.0,301,15.05,14.592000000000002,96.95681063122925,1.6722222222222223,0.20645308178207109
17,sim_2,17,CANDLE,6,6,True,1.0,1.0,159,7.95,6.5280000000000005,82.11320754716982,1.325,0.20645308178207109
18,sim_2,18,WITHOUT,7,7,True,1.0,1.0,218,10.9,10.368,95.11926605504587,1.5571428571428572,0.20645308178207109
19,sim_2,19,ANOTHER,7,7,True,1.0,1.0,254,12.7,12.864,101.29133858267718,1.8142857142857143,0.20645308178207109
20,sim_2,20,DIAMETERS,9,9,True,1.0,1.0,283,14.15,12.672000000000002,89.55477031802121,1.5722222222222222,0.20645308178207109
21,sim_2,21,FOREVER,7,7,True,1.0,1.0,234,11.7,10.752000000000002,91.89743589743593,1.6714285714285713,0.20645308178207109
22,sim_2,22,FACTORY,7,7,True,1.0,1.0,218,10.9,10.368,95.11926605504587,1.5571428571428572,0.20645308178207109
23,sim_2,23,BUNDLE,6,6,True,1.0,1.0,244,12.2,11.904,97.57377049180327,2.033333333333333,0.20645308178207109
24,sim_2,24,NOTEWORTHY,10,10,True,1.0,1.0,344,17.2,16.512,96.00000000000001,1.72,0.20645308178207109
25,sim_2,25,WITHOUT,7,7,True,1.0,1.0,258,12.9,12.672000000000002,98.2325581395349,1.842857142857143,0.20645308178207109
26,sim_2,26,ANOTHER,7,7,True,1.0,1.0,198,9.9,7.872000000000001,79.51515151515152,1.4142857142857144,0.20645308178207109
27,sim_2,27,ANOTHER,7,7,True,1.0,1.0,251,12.55,12.288,97.91235059760956,1.792857142857143,0.20645308178207109
28,sim_2,28,UNDERSTAND,10,10,True,1.0,1.0,295,14.75,12.096000000000002,82.00677966101696,1.475,0.20645308178207109
29,sim_2,29,TEMPLE,6,6,True,1.0,1.0,211,10.55,10.56,100.09478672985782,1.7583333333333335,0.20645308178207109
30,sim_2,30,ANOTHER,7,7,True,1.0,1.0,222,11.1,10.176000000000002,91.67567567567569,1.5857142857142856,0.20645308178207109
31,sim_2,31,BUNDLE,6,6,True,1.0,1.0,198,9.9,8.832000000000003,89.21212121212123,1.6500000000000001,0.20645308178207109
32,sim_2,32,WITHOUT,7,7,True,1.0,1.0,200,10.0,8.448,84.48,1.4285714285714286,0.20645308178207109
33,sim_2,33,COMPUTER,8,8,True,1.0,1.0,207,10.35,8.256,79.768115942029,1.29375,0.20645308178207109
34,sim_2,34,WITHOUT,7,7,True,1.0,1.0,206,10.3,8.64,83.88349514563107,1.4714285714285715,0.20645308178207109
35,sim_2,35,IMPORTANT,9,9,True,1.0,1.0,319,15.95,15.36,96.30094043887148,1.7722222222222221,0.20645308178207109
36,sim_2,36,IMPORTANT,9,9,True,1.0,1.0,333,16.65,16.896,101.47747747747748,1.8499999999999999,0.20645308178207109
37,sim_2,37,ANYTHING,8,8,True,1.0,1.0,255,12.75,12.48,97.88235294117648,1.59375,0.20645308178207109
38,sim_2,38,MIDDLE,6,6,True,1.0,1.0,250,12.5,14.016000000000002,112.128,2.0833333333333335,0.20645308178207109
39,sim_2,39,TEMPLE,6,6,True,1.0,1.0,183,9.15,8.064,88.1311475409836,1.5250000000000001,0.20645308178207109
40,sim_2,40,MIDDLE,6,6,True,1.0,1.0,216,10.8,10.368,96.0,1.8,0.20645308178207109
